category,id,date,location,total_sale,nooflots,lot,title,descr,measures,empty,estimated,realized
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 37,AN EGYPTIAN LIMESTONE CANOPIC JAR,"PROBABLY LATE PERIOD, CIRCA 6TH-4TH CENTURY B.C.",21.2 cm. high ,,"estimate €600 - €900($792 - $1,188) ","price realized €15,000  ($19,852)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 40,AN EGYPTIAN TURQUOISE GLAZED COMPOSITION FIGURE OF ISIS,EARLY 1ST MILLENNIUM B.C.,7.6 cm. high ,,"estimate €600 - €900($792 - $1,188) ","price realized €2,000  ($2,647)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 42,A ROMANO-EGYPTIAN FIGURE OF HARPOCRATES RIDING A DOG,CIRCA 1ST CENTURY B.C.,12 cm. high (av.) 	 (5),,estimate €200 - €400($264 - $528) ,"price realized €1,375  ($1,820)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 44,A GRAECO-ROMAN TERRACOTTA HEAD OF A YOUNG FEMALE,CIRCA 3RD - 1ST CENTURY B.C.,16.5 cm. high ,,estimate €300 - €400($396 - $528) ,"price realized €2,000  ($2,647)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 45,A ROMANO-EGYPTIAN LIMESTONE STELA,CIRCA 1ST-2ND CENTURY A.D.,31.5 x 20.5 cm. ,,"estimate €1,200 - €1,800($1,583 - $2,375) ","price realized €2,750  ($3,639)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 46,A BOEOTIAN TERRACOTTA 'PAPPADES' FIGURE,CIRCA 6TH CENTURY B.C.,18 cm. and 11.5 cm. high respectively 	 (2),,estimate €300 - €500($396 - $660) ,"price realized €1,625  ($2,151)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 47,A CORINTHIAN POTTERY ALABASTRON,POSSIBLY CIRCA 6TH CENTURY B.C. OR LATER,21 cm. high ,,estimate €300 - €500($396 - $660) ,"price realized €2,500  ($3,309)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 48,THREE CORINTHIAN TERRACOTTA ARYBALLOI,CIRCA 7TH-6TH CENTURY B.C.,8.2 cm. high max. 	 (3),,estimate €500 - €700($660 - $924) ,"price realized €1,375  ($1,820)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 50,A GROUP OF CLASSICAL POTTERY VESSELS,"MAINLY SOUTH ITALIAN, CIRCA 4TH-3RD CENTURY B.C.",17 cm. diam. max. 	 (13),,"estimate €600 - €800($792 - $1,056) ","price realized €4,000  ($5,294)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 53,AN ATTIC RED-FIGURE TRIPOD PYXIS,CIRCA 400 B.C.,9 cm. high ,,estimate €500 - €700($660 - $924) ,"price realized €6,000  ($7,941)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 54,A LATE HELLENISTIC MARBLE HEAD OF A GODDESS,CIRCA 1ST CENTURY B.C./A.D.,16 cm. high ,,"estimate €4,000 - €6,000($5,278 - $7,917) ","price realized €18,750  ($24,815)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 57,A LARGE GROUP OF CLASSICAL POTTERY VESSELS,CIRCA 4TH CENTURY B.C.-ROMAN PERIOD,17 cm. diam. max. 	 (18),,estimate €500 - €700($660 - $924) ,"price realized €2,250  ($2,978)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 59,TWO ETRUSCAN RED-FIGURE POTTERY LEKANI,CIRCA 4TH CENTURY B.C.,23 cm. high max. 	 (2),,estimate €400 - €600($528 - $792) ,"price realized €4,750  ($6,286)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 60,AN ETRUSCAN IMPASTO WARE BLACK GLAZED AMPHORA,POSSIBLY CIRCA 700-650 B.C.,20 cm. high ,,"estimate €700 - €900($924 - $1,188) ","price realized €9,375  ($12,407)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 61,AN ETRUSCAN RED-FIGURE SHOVEL SPOUTED OINOCHOE,LATE 4TH CENTURY B.C.,22.5 cm. high ,,estimate €350 - €450($462 - $594) ,"price realized €3,000  ($3,970)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 66,A ROMAN MARBLE FOOT FRAGMENT,CIRCA 1ST CENTURY A.D.,13 cm. and 14 cm. long respectively. 	 (2),,estimate €400 - €600($528 - $792) ,"price realized €3,500  ($4,632)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 68,A ROMAN BRONZE TWIN-HANDLED CAULDRON,"CIRCA 2ND-3RD CENTURY A.D., OR EARLIER",31 cm. high ,,"estimate €1,500 - €2,500($1,979 - $3,299) ","price realized €3,500  ($4,632)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 72,A ROMAN POTTERY AMPHORA,CIRCA 1ST-2ND CENTURY A.D.,86 cm. high. ,,"estimate €700 - €1,000($924 - $1,319) ","price realized €2,000  ($2,647)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 73,A GROUP OF SOUTH ITALIAN BLACK GLAZED POTTERY VESSELS,CIRCA 4TH CENTURY B.C.,12.5 cm. high max. 	 (7),,"estimate €700 - €900($924 - $1,188) ","price realized €4,375  ($5,790)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 74,A GROUP OF SOUTH ITALIAN BLACK GLAZED POTTERY VESSELS,CIRCA 4TH CENTURY B.C.,18.7 cm. high max. 	 (11),,"estimate €700 - €900($924 - $1,188) ","price realized €4,750  ($6,286)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 75,FOUR ROMAN GLASS VESSELS,CIRCA 2ND-4TH CENTURY A.D.,14.2 cm. high max. 	 (4),,"estimate €1,200 - €1,500($1,583 - $1,979) ","price realized €2,250  ($2,978)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 76,THREE ROMAN GREEN GLASS TRANSLUCENT VESSELS,CIRCA 3RD-5TH CENTURY A.D.,13.1 cm. high max. 	 (3),,"estimate €1,000 - €1,500($1,319 - $1,979) ","price realized €3,750  ($4,963)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 77,FOUR ROMAN GLASS VESSELS,CIRCA 2ND-5TH CENTURY A.D.,17.6 cm. high max. 	 (4),,"estimate €900 - €1,200($1,188 - $1,583) ","price realized €5,000  ($6,617)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 78,THREE ROMAN GREEN GLASS VESSELS,CIRCA 3RD-4TH CENTURY A.D.,16 cm. high max. 	 (3),,"estimate €600 - €800($792 - $1,056) ","price realized €1,625  ($2,151)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 79,A ROMAN PALE GREEN TRANSLUCENT GLASS FLASK,CIRCA 2ND-3RD CENTURY A.D.,16.9 cm. high ,,"estimate €1,000 - €1,500($1,319 - $1,979) ","price realized €2,500  ($3,309)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 80,THREE ROMAN GLASS VESSELS,CIRCA 1ST-4TH CENTURY A.D.,11.3 cm. high max. 	 (3),,"estimate €1,000 - €1,500($1,319 - $1,979) ","price realized €2,750  ($3,639)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 82,A GROUP OF ROMAN TRANSLUCENT GLASS VESSELS,CIRCA 1ST-2ND CENTURY A.D.,17.5 cm. high max. 	 (15),,"estimate €500 - €800($660 - $1,056) ","price realized €5,000  ($6,617)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 83,A GROUP OF GLASS VESSELS,"ROMAN-ISLAMIC PERIOD, CIRCA 1ST-2ND MILLENNIUM A.D.",19.9 cm. high max. 	 (24),,"estimate €600 - €900($792 - $1,188) ","price realized €6,000  ($7,941)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 84,A TURQUOISE JANUS-HEADED GLASS FLASK,,22.5 cm. high max. 	 (13),,estimate €50 - €100($66 - $132) ,"price realized €3,750  ($4,963)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 88,A GROUP OF ANCIENT NEAR EASTERN BRONZE PINS,CIRCA 1ST MILLENNIUM B.C.,18 cm. long av. 	 (20),,estimate €300 - €500($396 - $660) ,price realized €563  ($744)
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 90,A GROUP OF EUROPEAN BRONZE PENNANULAR TORQUES,"BRONZE AGE, LATE 2ND-EARLY 1ST MILLENNIUM B.C.",17 cm. diam. max. 	 (8),,"estimate €1,000 - €2,000($1,319 - $2,639) ","price realized €1,375  ($1,820)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 92,A GROUP OF THREE LURISTAN BRONZE FINIALS,CIRCA 10TH-8TH CENTURY B.C.,18.5 cm. high max. 	 (3),,"estimate €600 - €900($792 - $1,188) ","price realized €4,000  ($5,294)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 93,A LARGE GROUP OF MAINLY LURISTAN BRONZE PENNANULAR BRACELETS,CIRCA 1ST MILLENNIUM B.C.,8 cm. diam. av. 	 (33),,"estimate €600 - €900($792 - $1,188) ",price realized €750  ($993)
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 97,FOUR NORTH-WEST PERSIAN MACE HEADS,CIRCA LATE 2ND-EARLY 1ST MILLENNIUM B.C.,16 cm. long max. 	 (4),,"estimate €700 - €900($924 - $1,188) ","price realized €2,250  ($2,978)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 97 C,GROUP OF MISCELLANEOUS BRONZE VESSELS,CIRCA 1ST MILLENNIUM B.C. AND LATER,13 cm. high max. 	 (11),,estimate €300 - €500($396 - $660) ,"price realized €2,375  ($3,179)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 99,A NORTH-WEST PERSIAN BRONZE DAGGER,CIRCA EARLY 1ST MILLENNIUM B.C.,25.5 cm. and 45 cm. long respectively. 	 (2),,"estimate €600 - €800($792 - $1,056) ","price realized €4,375  ($5,790)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 100,A NORTH-WEST PERSIAN BRONZE SWORD,CIRCA EARLY 1ST MILLENNIUM B.C.,91 cm. long max. 	 (6),,"estimate €600 - €800($792 - $1,056) ","price realized €3,250  ($4,301)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 101,A NORTH-WEST PERSIAN BRONZE FIGURE OF A HORSE,EARLY 1ST MILLENNIUM B.C.,4.8 cm. long av. 	 (12),,"estimate €700 - €1,000($924 - $1,319) ","price realized €2,250  ($2,978)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 104,A GROUP OF THREE LURISTAN BRONZE 'MASTER OF ANIMALS' FINIALS,CIRCA 10TH-8TH CENTURY B.C.,36.6 cm. high max. 	 (3),,"estimate €600 - €900($792 - $1,188) ","price realized €2,125  ($2,812)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 105,A GROUP OF NORTH-WEST PERSIAN BRONZE MACE HEADS AND FINIALS,CIRCA LATE 2ND-EARLY 1ST MILLENNIUM B.C.,9 cm. high max. 	 (10),,"estimate €700 - €900($924 - $1,188) ","price realized €2,375  ($3,143)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 110,A GROUP OF FIVE ANCIENT NEAR EASTERN POTTERY VESSELS,CIRCA 1ST MILLENNIUM B.C.,24 cm. high max. 	 (5),,"estimate €800 - €1,200($1,056 - $1,583) ","price realized €2,500  ($3,309)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 115,A GROUP OF ANCIENT NEAR EASTERN POTTERY AND MARBLE VESSELS,CIRCA 4TH-1ST MILLENNIUM B.C.,21 cm. high max. 	 (10),,"estimate €700 - €900($924 - $1,188) ","price realized €1,250  ($1,654)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 116,AN EAST ROMAN ELONGATED BONE DOLL,CIRCA 2ND-3RD CENTURY A.D.,20 cm. high ,,"estimate €800 - €1,200($1,056 - $1,583) ","price realized €1,188  ($1,572)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 117,A LARGE GROUP OF ANCIENT NEAR EASTERN BLACK AND GREY GLAZED POTTERY VESSELS,MOSTLY LATE 2ND-EARLY 1ST MILLENNIUM B.C.,28 cm. high max. 	 (11),,"estimate €700 - €900($924 - $1,188) ","price realized €2,250  ($2,978)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 118,A GROUP OF ANCIENT NEAR EASTERN POTTERY VESSELS,CIRCA 1ST MILLENNIUM B.C.,22 cm. high max. 	 (15),,"estimate €700 - €900($924 - $1,188) ","price realized €2,750  ($3,639)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 119,A GROUP OF ANCIENT NEAR EASTERN POTTERY VESSELS,CIRCA LATE 2ND-EARLY 1ST MILLENNIUM B.C.,29.5 cm. high max. 	 (10),,"estimate €700 - €900($924 - $1,188) ","price realized €2,500  ($3,309)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 121,A SPANISH IRON-MOUNTED WALNUT VARGUENO,"THE CABINET 17TH CENTURY, THE STAND 17TH CENTURY AND LATER","55.5 cm. high x 90 cm. wide 42.5 cm. deep, 136 cm. high overall ",,"estimate €4,000 - €6,000($5,278 - $7,917) ","price realized €5,000  ($6,617)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 122,A PARCEL-GILT POLYCHROME CARVED WOOD FIGURE OF THE IMMACULATE VIRGIN,"SPANISH, 19TH CENTURY",96 cm. high overall ,,"estimate €700 - €900($924 - $1,188) ","price realized €1,375  ($1,820)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 124,A GILTWOOD CARVING OF THE ORDER OF THE GOLDEN FLEECE,"NORTH EUROPEAN, 18TH CENTURY",35.8 cm. high,,"estimate €1,000 - €1,500($1,319 - $1,979) ","price realized €3,000  ($3,970)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 125,A SILK AND WOOLSTITCH APPLIED BURGUNDY CUT SILK VELVET PELMET COVER,FIRST HALF 18TH CENTURY,38.5 cm. x 220 cm. ,,"estimate €1,000 - €1,500($1,319 - $1,979) ","price realized €1,500  ($1,985)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 127,A SPANISH SILK GOLD AND SILVER-THREAD EMBROIDERED AND BLUE SILK CUT PILE ON...,MID 18TH CENTURY,170 cm. x 160 cm. ,,"estimate €3,000 - €5,000($3,958 - $6,597) ","price realized €3,250  ($4,301)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 128,A SOUTH GERMAN ETCHED IRON CASKET,EARLY 17TH CENTURY,27 cm. high x 47 cm. wide x 26 cm. deep ,,"estimate €4,000 - €6,000($5,278 - $7,917) ","price realized €15,000  ($19,852)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 129,A LARGE PEWTER RELIEF CAST DISH DEPICTING MARS,"PROBABLY FRENCH OR GERMAN, 19TH CENTURY",52 cm. diam. ,,estimate €400 - €600($528 - $792) ,price realized €625  ($827)
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 130,A FRENCH  IRON MISSAL BOX,LATE 15TH CENTURY,37 cm. high x 37 cm. wide x 23 cm. deep ,,"estimate €5,000 - €8,000($6,597 - $10,556) ","price realized €6,250  ($8,272)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 131,"A RECTANGULAR PARCEL-GILT POLYCHROME GESSO RELIEF OF THE MADONNA, CHILD AND ...","ITALIAN, PROBABLY 19TH CENTURY",62.7 x 53.5 cm. the relief ,,"estimate €2,000 - €3,000($2,639 - $3,958) ","price realized €3,500  ($4,632)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 134,A PARCEL-GILT POLYCHROME CARVED WOOD FIGURE OF A BISHOP,"SPANISH, PROBABLY 14TH CENTURY",64.1 cm. high ,,"estimate €1,000 - €1,500($1,319 - $1,979) ","price realized €5,625  ($7,444)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 136,A SPANISH PROVINCIAL IRON-MOUNTED STAINED CHESTNUT FOUR DOOR CUPBOARD,POSSIBLY 18TH CENTURY,165 cm. high x 127 cm. wide x 45.5 cm. deep ,,"estimate €600 - €800($792 - $1,056) ","price realized €1,250  ($1,654)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 137,A FRENCH ORMOLU-MOUNTED WALNUT AND RED VELVET CHEST-ON-STAND,19TH CENTURY,96 cm. high x 70 cm. wide x 50 cm. deep ,,"estimate €1,000 - €1,500($1,319 - $1,979) ","price realized €1,375  ($1,820)"
